"District Code","Building Code","Type","CHARTCD","CHARTNAME","ISD","City Code","Geoloc","Building Name","ADDR1","ADDR2","CITY1","CITY2","ZIP1","ZIP2","COMNAME","GRADESET","MAGNET","REGCFG","EIN","NCES","FUNCTION","RELORIENT","LNAME","FNAME","MIDINIT","HONORIFIC","ADASSIGN","TELEPHONE","FAX","EMAIL","WEBADDR","OPENDATE","CLOSEDATE","STATUS","OWNERSHIP","HDCOUNT","HISTORY","GRADESTR"
"13010","00000","03",,,"13","13",,"Albion Public Schools","1418 COOPER ST","1418 COOPER ST","ALBION","ALBION","49224-1083","49224-1083","Albion",,,,,"2602070",,,"Clarke","Frederick","C","Mr.","01","5176299166","5176298209","clarkef@albion.k12.mi.us","http://www.albion.k12.mi.us","01/01/1900",,"01","01","F",,"RetK-Part,KG,KG-Part,1-12, Alt, GenEd, PK, SpecEd"
"13020","00000","03",,,"13","13",,"Battle Creek Public Schools","3 VAN BUREN ST W","3 VAN BUREN ST W","BATTLE CREEK","BATTLE CREEK","49017-3009","49017-3009","Battle Creek",,,,,"2600005",,,"Hicks","Linda",,"Dr.","01","2699659465","2699659474","Lhicks@battle-creek.k12.mi.us",,"01/01/1900",,"01","01","F",,"KG,1-12, 21CCL, AdultEd, Alt, GenEd, HealthCtr, PK"
"13050","00000","03",,,"13","13",,"Athens Area Schools","304 EAST SOUTH ST","304 EAST SOUTH ST","ATHENS","ATHENS","49011-9798","49011-9798","Athens",,,,,"2603510",,,"Dubbeld","Walter",,"Mr.","41","2697295427","2627299610","dubbeldw@athensk12.org","www.athensk12.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, Alt, GenEd, PK"
"13070","00000","03",,,"13","13",,"Harper Creek Community Schools","7454 B DR N","7454 B DR N","BATTLE CREEK","BATTLE CREEK","49014-8381","49014-8381","Harper Creek",,,,,"2617730",,,"Severson","John",,"Mr.","01","2694416555","2699795310","seversonj@harpercreek.net","harpercreek.net","01/01/1900",,"01",,"F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd"
"13080","00000","03",,,"13","13",,"Homer Community Schools","403 SOUTH HILLSDALE ST","403 SOUTH HILLSDALE ST","HOMER","HOMER","49245-1247","49245-1247","Homer",,,,,"2618540",,,"Ridgeway","Robert","A","Mr.","01","5175684461","5175684468","ridgro@homerschools.net","www.homerschools.net","01/01/1900",,"01","01","F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd"
"13090","00000","03",,,"13","13",,"Lakeview Sch. District (Calhoun)","15 ARBOR ST","15 ARBOR ST","BATTLE CREEK","BATTLE CREEK","49015-2903","49015-2903","Lakeview (Calhoun)",,,,,"2620850",,,"Hart","Karen",,"Mrs.","11","2695652401","2695652408","khart@lakeviewspartans.org","www.lakeviewspartans.org","01/01/1900",,"01","01","F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd, Virtual"
"13095","00000","03",,,"13","13",,"Mar Lee School District","21236 H DR N","21236 H DR N","MARSHALL","MARSHALL","49068-9319","49068-9319","Mar Lee",,,,,"2622830",,,"LeTarte","William","P","Dr.","01","2697815412","2697819471","letartew@mar-lee.org","www.mar-lee.org","01/01/1900",,"01","01","F",,"KG,1-8, GenEd, SpecEd"
"13110","00000","03",,,"13","13",,"Marshall Public Schools","100 EAST GREEN ST","100 EAST GREEN ST","MARSHALL","MARSHALL","49068-1533","49068-1533","Marshall",,,,,"2622970",,,"Davis","Randall",,"Dr.","01","2697811257","2697891813","rdavis@marshall.k12.mi.us",,"01/01/1900",,"01","01","F",,"RetK-Part,KG,KG-Part,1-12, Alt, GenEd, PK, SchlCho"
"13120","00000","03",,,"13","13",,"Pennfield Schools","8587 PENNFIELD RD","8587 PENNFIELD RD","BATTLE CREEK","BATTLE CREEK","49017-8104","49017-8104","Pennfield",,,,,"2627810",,,"Laser","Bently","J","Mr.","01","2699619781","2699619799","laserb@pennfield.net","www.pennfield.net","01/01/1900",,"01",,"F",,"KG,1-12, GenEd, PK, SpecEd"
"13130","00000","03",,,"13","13",,"Tekonsha Community Schools","245 SOUTH ELM ST","245 SOUTH ELM ST","TEKONSHA","TEKONSHA","49092-9266","49092-9266","Tekonsha",,,,,"2633750",,,"Cameron","Thomas","W","Dr.","01","5177674121","5177673465","tcam@tekonsha.k12.mi.us","www.tekonsha.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd"
"13135","00000","03",,,"13","13",,"Union City Community Schools","430 SAINT JOSEPH ST","430 SAINT JOSEPH ST","UNION CITY","UNION CITY","49094-1245","49094-1245","Union City",,,,,"2634410",,,"Kreger","Patrick","L","Mr.","01","5177418091","5177415205","pkreger@unioncityschools.org","unioncityschools.org","01/01/1900",,"01","01","F",,"RetK,RetK-Part,KG,KG-Part,1-12, Alt, GenEd, PK, Sc"
"14010","00000","03",,,"14","14",,"Cassopolis Public Schools","63700 BRICK CHURCH RD","63700 BRICK CHURCH RD","CASSOPOLIS","CASSOPOLIS","49031-9602","49031-9602","Cassopolis",,,,,"2608430",,,"Weatherspoon","Gregory",,"Mr.","01","2694450503","2694450505","gweatherspoon@cassopolis.org","www.cassopolis.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"14020","00000","03",,,"14","14",,"Dowagiac Union School District","206 MAIN ST","206 MAIN ST","DOWAGIAC","DOWAGIAC","49047-1743","49047-1743","Dowagiac Union",,,,,"2612150",,,"Daniel","Mark",,"Dr.","01","2697824402","2697823152","mdaniel@dowagiacschools.org","www.dowagiacschools.org","01/01/1900",,"01","01","F",,"KG-Part,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"14030","00000","03",,,"14","14",,"Edwardsburg Public Schools","69410 SECTION ST","69410 SECTION ST","EDWARDSBURG","EDWARDSBURG","49112-8603","49112-8603","Edwardsburg",,,,,"2612990",,,"Ostrander","Sherman","L","Mr.","01","2696631053","2696636485","sostrander@eps-online.org","www.edwardsburgpublicschools.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, Alt, GenEd, PK, SchlChoice, SpecE"
"14050","00000","03",,,"14","14",,"Marcellus Community Schools","P.O. Box 48","305 ARBOR ST","Marcellus","MARCELLUS","49067-0048","49067","Marcellus",,,,,"2622740",,,"Herron","Ronald",,"Mr.","01","2696467655","2696462700","rherron@marcelluscs.org","www.marcelluscs.org","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd"
"15010","00000","03",,,"15","15",,"Beaver Island Community School","37895 KINGS HWY","37895 KINGS HWY","BEAVER ISLAND","BEAVER ISLAND","49782-5142","49782-5142","Beaver Island",,,,,"2604350",,,"McNamara","Kathleen",,"Ms.","01","2314482744","2314482919","kittym@beaverisland.k12.mi.us","www.beaverisland.k12.mi.us/beaverisland/site/default.asp","01/01/1900",,"01","01","F",,"KG-Part,1-12, GenEd"
"15020","00000","03",,,"15","15",,"Boyne City Public Schools","321 SOUTH PARK ST STE A","321 SOUTH PARK ST","BOYNE CITY","BOYNE CITY","49712-1527","49712-1527","Boyne City",,,,,"2606500",,,"Moss","Peter",,"Mr.","01","2314398190","2314398195","pmoss@boyne.k12.mi.us",,"01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, PK, SpecEd"
"15030","00000","03",,,"15","15",,"Boyne Falls Public School District","PO Box 356","1662 M75 S","Boyne Falls","BOYNE FALLS","49713-0356","49713","Boyne Falls",,,,,"2606510",,,"Sherwood","Karen",,"Ms.","41","2315492211","2315492211","ksherwood@boynefalls.org","www.boynefalls.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, GenEd, SchlChoice, SpecEd"
"15050","00000","03",,,"15","15",,"Charlevoix Public Schools","104 EAST SAINT MARYS DR","104 EAST SAINT MARYS DR","CHARLEVOIX","CHARLEVOIX","49720-1749","49720-1749","Charlevoix",,,,,"2608730",,,"Janik","Chet",,"Mr.","01","2315473200","2315470556","cjanik@rayder.net","www.rayder.net","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, Alt, GenEd, OSTime, SchlChoice, T"
"15060","00000","03",,,"15","15",,"East Jordan Public Schools","P.O. Box 399","304 4TH ST","East Jordan","EAST JORDAN","49727-0399","49727-9003","East Jordan",,,,,"2612560",,,"Wooden","Susan",,"Mrs.","01","2315363131",,"swooden@ejps.org","www.ejps.org","01/01/1900",,"01","01","F",,"KG,1-12, 21CCL, BSAS, GenEd, OSTime, PK, SchlChoic"
"16015","00000","03",,,"16","16",,"Cheboygan Area Schools","P.O. Box 100","504 DIVISION ST","Cheboygan","CHEBOYGAN","49721-0100","49721-1537","Cheboygan",,,,,"2608910",,,"Dombroski","Mark",,"Mr.","01","2316274436","2316279105","dombroskim@cheboygan.k12.mi.us","www.chebschools.com","01/01/1900",,"01","01","F",,"KG,1-12, Alt, BSAS, GenEd, PK, SchlChoice, SpecEd"
"16050","00000","03",,,"16","16",,"Inland Lakes Schools","4363 SOUTH STRAITS HWY","4363 SOUTH STRAITS HWY","INDIAN RIVER","INDIAN RIVER","49749-9457","49749-9457","Inland Lakes",,,,,"2619170",,,"Dismang","Mary Jo",,"Mrs.","01","2312386868","2312384181","mdismang@inlandlakes.org","www.inlandlakes.org","07/01/1952",,"01",,"F",,"KG,1-12, Alt, BSAS, GenEd, SchlChoice, SpecEd, Vir"
"16070","00000","03",,,"16","16",,"Mackinaw City Public Schools","609 WEST CENTRAL AVE","609 WEST CENTRAL AVE","MACKINAW CITY","MACKINAW CITY","49701-9650","49701-9650","Mackinaw City",,,,,"2622260",,,"Curth","Jeffrey","S","Mr.","01","2314368211","2314365434","jcurth@mackcity.k12.mi.us","www.mackcity.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-12, GenEd, PK"
"16100","00000","03",,,"16","16",,"Wolverine Community Schools","P.O. Box 219","5993 SHOLES ST","Wolverine","WOLVERINE","49799-0219","49799-9549","Wolverine",,,,,"2636480",,,"Denise","Susan","M","Mrs.","01","2315258201","2315258591","sued@wolverine.k12.mi.us","www.wolverine.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, GenEd, PK, SpecEd"
"17010","00000","03",,,"17","17",,"Sault Ste. Marie Area Schools","876 MARQUETTE AVE","876 MARQUETTE AVE","SAULT SAINTE MARIE","SAULT SAINTE MARIE","49783-2978","49783-2978","Sault Ste. Marie",,,,,"2630990",,,"Reattoir","Daniel",,"Dr.","01","9066356609","9066356642","danr@eup.k12.mi.us","http://sault.eup.k12.mi.us/saultas/site/default.asp","01/01/1900",,"01","01","F",,"RetK,RetK-Part,KG,KG-Part,1-12, Alt, GenEd, Health"
"17050","00000","03",,,"17","17",,"DeTour Area Schools","P.O. Box 429","202 SOUTH DIVISION ST","DeTour Village","DE TOUR VILLAGE","49725-0429","49725","Detour",,,,,"2611970",,,"Reed","Angela",,"Mrs.","04","9062972011","9062973404","areed@eup.k12.mi.us","http://detour.eup.k12.mi.us/detouras/site/default.asp","01/01/1900",,"01","01","F",,"KG-Part,1-12, GenEd, SpecEd"
"17090","00000","03",,,"17","17",,"Pickford Public Schools","P.O. Box 278","333 SOUTH PLEASANT ST","Pickford","PICKFORD","49774-0278","49774","Pickford",,,,,"2628020",,,"Krahnke","Keith",,"Mr.","01","9066476285","9066473706","kkrahnke@eup.k12.mi.us","eup.k12.mi.us/pickford/index.html","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"17110","00000","03",,,"17","17",,"Rudyard Area Schools","PO Box 246","11185 W 2ND ST","Rudyard","RUDYARD","49780-0246","49780-9292","Rudyard",,,,,"2630360",,,"Habra","Anthony",,"Mr.","01","9064783771","9064783912","ahabra@rudyard.k12.mi.us",,"01/01/1900",,"01","01","F",,"KG-Part,1-12, GenEd, PK"
"17140","00000","03",,,"17","17",,"Brimley Area Schools","7134 SOUTH M 221","7134 SOUTH M 221","BRIMLEY","BRIMLEY","49715-9299","49715-9299","Brimley",,,,,"2606900",,,"Goehmann","Rodney",,"Mr.","01","9062483219","9062483220","goehmann@eup.k12.mi.us","www.eup.k12.mi.us/brimley","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, SpecEd"
"17160","00000","03",,,"17","17",,"Whitefish Township Schools","P.O. Box 58","7221 NORTH M 123","Paradise","PARADISE","49768-0058","49768-9811","Whitefish",,,,,"2636240",,,"Beelen","Nate",,"Mr.","01","9064923353","9064923254","nbeelen@eup.k12.mi.us","http://whitefish.eup.k12.mi.us/whitefish/site/default.asp","01/01/1900",,"01",,"F",,"KG,1-12, GenEd"
"18010","00000","03",,,"18","18",,"Clare Public Schools","201 EAST STATE ST","201 EAST STATE ST","CLARE","CLARE","48617-1317","48617-1317","Clare",,,,,"2609750",,,"McMillan","Gregory",,"Mr.","01","9893869945","9893866055","gmcmillan@clare.k12.mi.us","clare.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"18020","00000","03",,,"18","18",,"Farwell Area Schools","371 EAST MAIN ST","371 EAST MAIN ST","FARWELL","FARWELL","48622-9463","48622-9463","Farwell",,,,,"2614100",,,"Peterson","David","C","Mr.","01","9895889917","9895886440","dpeterson@farwellschools.net","www.farwellschools.net","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, PK, SchlChoice, SpecEd"
"18060","00000","03",,,"18","18",,"Harrison Community Schools","P.O. Box 529","224 WEST MAIN ST","Harrison","HARRISON","48625-0529","48625-8336","Harrison",,,,,"2617820",,,"House","Thomas","J","Mr.","01","9895397871","9895397491","thouse@harrisonschools.com","www.harrisonschools.com","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, PK, SchlChoice, SpecEd"
"19010","00000","03",,,"19","19",,"DeWitt Public Schools","P.O. Box 800","2957 WEST HERBISON RD","DeWitt","DEWITT","48820-0800","48820-7984","DeWitt",,,,,"2611550",,,"Davis","Tom",,"Mr.","03","5176683001","5176683018","davist@dewittschools.net","dewittschools.net","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, PK"
"19070","00000","03",,,"19","19",,"Fowler Public Schools","P.O. Box 408","11214 WEST KENT ST","Fowler","FOWLER","48835","48835-9296","Fowler",,,,,"2614700",,,"Hufnagel","Neil","J","Mr.","01","9895932296","9895932125","nhufnagel@fowlerschools.net","www.fowlerschools.net","01/01/1900",,"01",,"F",,"KG-Part,1-12, GenEd"
"19100","00000","03",,,"19","19",,"Bath Community Schools","P.O. Box 310","6175 E. Clark Road","Bath","BATH","48808-0310","48808-8716","Bath",,,,,"2604170",,,"Huffman","Ronald","J","Mr.","01","5176416721","5176416958","jhuffman@bath.k12.mi.us","www.bath.k12.mi.us","01/01/1900",,"01",,"F",,"RetK,RetK-Part,KG,KG-Part,1-12, GenEd, PK, SchlCho"
"19120","00000","03",,,"19","19",,"Ovid-Elsie Area Schools","8989 EAST COLONY RD","8989 EAST COLONY RD","ELSIE","ELSIE","48831-9724","48831-9724","Ovid-Elsie",,,,,"2627150",,,"Cunningham","Ryan",,"Dr.","01","9898624237","9898625887","cunnir@edzone.net","http://www.oe.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, PK, SpecEd"
"19125","00000","03",,,"19","19",,"Pewamo-Westphalia Community Schools","5101 SOUTH CLINTONIA RD","5101 SOUTH CLINTONIA RD","WESTPHALIA","WESTPHALIA","48894-9632","48894-9632","Pewamo-Westphalia",,,,,"2627960",,,"Thelen","Roger",,"Mr.","01","9895875100","9895875120","thelenr@pw.k12.mi.us","pw.k12.mi.us","01/01/1900",,"01","01","F",,"RetK-Part,KG-Part,1-12, Alt, GenEd, PK, SchlChoice"
"19140","00000","03",,,"19","19",,"St. Johns Public Schools","P.O. Box 230","501 WEST SICKLES ST","St. Johns","SAINT JOHNS","48879-0230","48879-2173","St. Johns",,,,,"2632820",,,"Ladouceur","Kenneth",,"Dr.","01","9892274050","9892274099","ladouceurk@sjredwings.org","www.sjredwings.org","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, PK, SpecEd"
"20015","00000","03",,,"72","20",,"Crawford AuSable Schools","1135 N Old 27","1135 NORTH OLD 27","Grayling","GRAYLING","49738-1600","49738-9777","Crawford AuSable",,,,,"2611030",,,"Powers","Joseph","P","Mr.","01","9893443500","9893486822","jpowers@casdk12.net","www.casdk12.net","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SchlChoice, Spec"
"21010","00000","03",,,"21","21",,"Escanaba Area Public Schools","1500 LUDINGTON ST","1500 LUDINGTON ST","ESCANABA","ESCANABA","49829-2839","49829-2839","Escanaba",,,,,"2613500",,,"Lemire","Michele","B","Ms.","01","9067865411","9067864469","mlemire@eskymos.com","www.escanabaschool.com/index.html","09/10/1866",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, SchlChoice, SpecEd"
"21025","00000","03",,,"21","21",,"Gladstone Area Schools","400 SOUTH 10TH ST","400 SOUTH 10TH ST","GLADSTONE","GLADSTONE","49837-1534","49837-1534","Gladstone",,,,,"2615970",,,"Kulbertis","Gerald","E","Mr.","01","9064282417","9067898457","jkulbert@gladstone.k12.mi.us","gladstoneschools.com","01/01/1900",,"01","01","F",,"RetK,RetK-Part,KG-Part,1-12, Alt, GenEd, SchlChoic"
"21060","00000","03",,,"21","21",,"Rapid River Public Schools","10070 US HIGHWAY 2","10070 US HIGHWAY 2","Rapid River","RAPID RIVER","49878-0068","49878-9511","Rapid River",,,,,"2629340",,,"Knoch","Henry",,"Mr.","01","9064746411","9064749903","hknoch@rapidriver.k12.mi.us","www.rapidriver.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-12, GenEd, SpecEd"
"21065","00000","03",,,"21","21",,"Big Bay De Noc School District","8928 OO.25 Road","8928 OO 25 RD","Cooks","COOKS","49817-9510","49817","Big Bay De Noc",,,,,"2605690",,,"Pistulka","William","J","Mr.","01","9066442773","9066442615","wpistulka@dsisd.k12.mi.us","www.bigbayschool.com","01/01/1900",,"01","07","F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd"
"21090","00000","03",,,"21","21",,"Bark River-Harris School District","P.O. Box 350","W471 HWY US 2 & 41","Harris","HARRIS","49845-0350","49845","Bark River",,,,,"2604020",,,"Brayak","Mary","F","Ms.","01","9064669981","9064660107","mbrayak@dsisd.k12.mi.us","www.dsisd.k12.mi.us/barkriver","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, SchlChoice, SpecEd"
"21135","00000","03",,,"21","21",,"Mid Peninsula School District","5055 SAINT NICHOLAS 31ST RD","5055 SAINT NICHOLAS 31ST RD","ROCK","ROCK","49880-9477","49880-9477","Mid Peninsula",,,,,"2623830",,,"Bergh","Bethney",,"Dr.","01","9063594387",,"bbergh@dsisd.k12.mi.us","http://midpen.dsisd.net/","08/01/1977",,"01","01","F",,"KG-Part,1-12, GenEd, PK, SpecEd"
"22010","00000","03",,,"22","22",,"Iron Mountain Public Schools","217 Izzo-Mariucci Way","217 IZZO MARRIUCCI WAY","Iron Mountain","IRON MOUNTAIN","49801-0280","49801-3326","Iron Mountain",,,,,"2619410",,,"McClure","Scott",,"Mr.","01","9067792600","9067792676","mcclures@imschools.org","www.imschools.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, AdultEd, Alt, GenEd, PK, SchlChoi"
"22025","00000","03",,,"22","22",,"Norway-Vulcan Area Schools","300 SECTION ST","300 SECTION ST","NORWAY","NORWAY","49870-1356","49870-1356","Norway-Vulcan",,,,,"2626040",,,"Van Gasse","Randall","M","Mr.","01","9065639552","9065635169","rvangasse@norway.k12.mi.us","www.norway.k12.mi.us","01/01/1900",,"01","01","F",,"RetK-Part,KG,1-12, Alt, GenEd, PK, SchlChoice, Spe"
"22030","00000","03",,,"22","22",,"Breitung Township Schools","2000 WEST PYLE DR","2000 WEST PYLE DR","KINGSFORD","KINGSFORD","49802-4250","49802-4250","Breitung Twp",,,,,"2606720",,,"Allen","Craig","E","Mr.","01","9067792650","9067799017","callen@kingsford.org","kingsford.org","01/01/1900",,"01","01","F",,"RetK-Part,KG,1-12, Alt, BSAS, FamResCtr, GenEd, PK"
"22045","00000","03",,,"22","22",,"North Dickinson County Schools","W6588 M-69","6588 M-69","FELCH","FELCH","49831","49831","North Dickinson",,,,,"2630480",,,"Siders","Claude",,"Mr.","01","9065429281","9065426950","csiders@go-nordics.com","www.go-nordics.com","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, SchlChoice, SpecEd"
"23010","00000","03",,,"13","23",,"Bellevue Community Schools","201 WEST ST","201 WEST ST","BELLEVUE","BELLEVUE","49021-1049","49021-1049","Bellevue",,,,,"2604650",,,"Belt","B. Scott",,"Mr.","01","2697639432","2697633101","sbelt@bellevue-schools.com","www.bellevue-schools.org","01/01/1900",,"01",,"F",,"KG,1-12, BSAS, GenEd, OSTime, PK, SchlChoice, Spec"
"23030","00000","03",,,"23","23",,"Charlotte Public Schools","378 STATE ST","378 STATE ST","CHARLOTTE","CHARLOTTE","48813-1704","48813-1704","Charlotte",,,,,"2608770",,,"Hipskind","Nancy","A","Dr.","01","5175415101","5175415105","hipskin@charlottenet.org","http://www.charlottenet.org/","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SchlChoice, Spec"
"23050","00000","03",,,"23","23",,"Eaton Rapids Public Schools","912 GREYHOUND DR","912 GREYHOUND DR","EATON RAPIDS","EATON RAPIDS","48827-2620","48827-2620","Eaton Rapids",,,,,"2612690",,,"DeFrance","William","L","Dr.","01","5176638155","5176632236","wdefrance@erpsk12.org","www.erpsk12.org","01/01/1900",,"01","01","F",,"RetK-Part,KG-Part,1-12, Alt, GenEd, PK, SchlChoice"
"23060","00000","03",,,"23","23",,"Grand Ledge Public Schools","220 LAMSON ST","220 LAMSON ST","GRAND LEDGE","GRAND LEDGE","48837-1760","48837-1760","Grand Ledge",,,,,"2616410",,,"Matthews","Steve",,"Dr.","01","5179255400","5179255409","matthewss@glps.k12.mi.us","glps.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-12, AdultEd, Alt, GenEd"
"23065","00000","03",,,"23","23",,"Maple Valley Schools","11090 NASHVILLE HWY","11090 NASHVILLE HWY","VERMONTVILLE","VERMONTVILLE","49096-8578","49096-8578","Maple Valley",,,,,"2622620",,,"Steel","Ronna","L","Ms.","01","5178529699","5178525076","rsteel@mvs.k12.mi.us","http://mvs.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"23080","00000","03",,,"13","23",,"Olivet Community Schools","255 FIRST ST","255 FIRST ST","OLIVET","OLIVET","49076-9498","49076-9498","Olivet",,,,,"2626370",,,"Campbell","David","J","Mr.","01","2697499129","2697499701","campbed@olivetschools.org","www.olivetschools.org","01/01/1900",,"01",,"F",,"KG,1-12, GenEd, PK, SchlChoice, SpecEd"
"23090","00000","03",,,"23","23",,"Potterville Public Schools","420 NORTH HIGH ST","420 NORTH HIGH ST","POTTERVILLE","POTTERVILLE","48876-9605","48876-9605","Potterville",,,,,"2629160",,,"Donahue","Timothy","J","Mr.","01","5176452662","5176450092","DonahuTJ@pps.k12.mi.us",,"01/01/1900",,"01","01","F",,"RetK,KG,1-12, AdultEd, Alt, GenEd, PK, SpecEd"
"23490","00000","03",,,"23","23",,"Oneida Township S/D #3","8981 ONEIDA RD","8981 ONEIDA RD","GRAND LEDGE","GRAND LEDGE","48837-7405","48837-7405","Oneida Twp #3",,,,,"2626430",,,"Corbett","Kelly",,"Mrs.","02","5175418716","5175436633","kcorbett@eatonisd.org",,"01/01/1900",,"01","01","F",,"KG-Part,1-5, GenEd"
"24020","00000","03",,,"15","24",,"Harbor Springs School District","800 STATE ROAD","800 STATE ROAD","HARBOR SPRINGS","HARBOR SPRINGS","49740-1137","49740-1137","Harbor Springs",,,,,"2617700",,,"Tompkins","Mark","A","Mr.","01","2315264545","2315264544","mtompkins@harborps.org","www.harborps.org","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, PK, SpecEd"
"24030","00000","03",,,"15","24",,"Alanson Public Schools","7400 NORTH ST","7400 NORTH ST","ALANSON","ALANSON","49706-9247","49706-9247","Alanson",,,,,"2621810",,,"Liedel","Jeffrey","D","Mr.","01","2315482261","2315482132","jliedel@alansonvikings.net","www.alansonvikings.net","01/01/1900",,"01","01","F",,"KG,1-12, Alt, BSAS, GenEd, PK, SchlChoice, SpecEd,"
"24040","00000","03",,,"15","24",,"Pellston Public Schools","172 PARK ST","172 PARK ST","PELLSTON","PELLSTON","49769-9400","49769-9400","Pellston",,,,,"2627720",,,"Tebbe","William","J","Mr.","01","2315398682","2315398838","wtebbe@pellstonschools.org","www.pellstonschools.org","01/01/1900",,"01","01","F",,"KG,1-12, Alt, GenEd, SpecEd"
"24070","00000","03",,,"15","24",,"Public Schools of Petoskey","1130 HOWARD ST","1130 HOWARD ST","PETOSKEY","PETOSKEY","49770-3035","49770-3035","Petoskey",,,,,"2627930",,,"Scholten","John","P","Dr.","01","2313482100","2313482342","scholten.jp.m@petoskeyschools.org","www.petoskeyschools.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, Alt, BSAS, GenEd, PK, SchlChoice,"
"25010","00000","03",,,"25","25",,"Flint City School District","923 EAST KEARSLEY ST","923 EAST KEARSLEY ST","FLINT","FLINT","48503-1974","48503-1974","Flint",,,,,"2614520",,,"Thompson","Linda",,"Mrs.","01","8107601249","8107606790","lthompson@flintschools.org",,"01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, 21CCL, AdultEd, Alt, GenEd, PK, S"
"25030","00000","03",,,"25","25",,"Grand Blanc Community Schools","G-11920 SOUTH SAGINAW ST","11920 SOUTH SAGINAW ST # G","GRAND BLANC","GRAND BLANC","48439","48439-1402","Grand Blanc",,,,,"2616350",,,"Newton","Michael",,"Dr.","01","8105916014","8105916018","mnewton@grandblancschools.org",,"01/01/1900",,"01","01","F",,"RetK,RetK-Part,KG,KG-Part,1-12, Alt, GenEd, PK, Sp"
"25040","00000","03",,,"25","25",,"Mt. Morris Consolidated Schools","12356 WALTER ST","12356 WALTER ST","MOUNT MORRIS","MOUNT MORRIS","48458-1749","48458-1749","Mt. Morris",,,,,"2624720",,,"Hammill","Christopher",,"Mr.","11","8105918760","8105917469","chammill@mtmorrisschools.org","http://mtmorrisschools.schoolfusion.us/","01/01/1900",,"01","01","F",,"KG-Part,1-12, AdultEd, Alt, BSAS, Delinq, FamResCt"
"25050","00000","03",,,"25","25",,"Goodrich Area Schools","8029 GALE RD","8029 GALE RD","GOODRICH","GOODRICH","48438-9260","48438-9260","Goodrich",,,,,"2616320",,,"Fazer","John","W","Mr.","01","8105912201","8105912550","jfazer@goodrich.k12.mi.us","www.goodrich.k12.mi.us","01/01/1913",,"01","01","F",,"KG-Part,1-12, Alt, BSAS, GenEd, PK, SpecEd"
"25060","00000","03",,,"25","25",,"Bendle Public Schools","3420 COLUMBINE AVE","3420 COLUMBINE AVE","BURTON","BURTON","48529-1329","48529-1329","Bendle",,,,,"2604740",,,"Krolewski","John",,"Mr.","01","8105912501","8105912210","jkrolewski@bendleschools.org","www.bendleschools.org","01/01/1900",,"01","01","F",,"KG,KG-Part,1-12, AdultEd, Alt, GenEd, PK, SchlChoi"
"25070","00000","03",,,"25","25",,"Genesee School District","P.O. Box 220","7347 NORTH GENESEE RD","Genesee","GENESEE","48437-0220","48437-7716","Genesee",,,,,"2615750",,,"Rohrer","Jeff",,"Mr.","01","8105911650","8105911646","jrohrer@geneseeschools.org","www.geneseeschools.org","01/01/1900",,"01","01","F",,"KG-Part,1-12, Alt, GenEd, PK"
